Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     25.36     0.00   523776     0.00     0.00  std::setprecision(int)
  0.00     25.36     0.00   523776     0.00     0.00  double const& std::max<double>(double const&, double const&)
  0.00     25.36     0.00   523776     0.00     0.00  double const& std::min<double>(double const&, double const&)
  0.00     25.36     0.00     5118     0.00     0.00  Vector* std::__addressof<Vector>(Vector&)
  0.00     25.36     0.00     4106     0.00     0.00  Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&)
  0.00     25.36     0.00     3071     0.00     0.00  void std::_Destroy<Vector>(Vector*)
  0.00     25.36     0.00     2050     0.00     0.00  __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const
  0.00     25.36     0.00     2047     0.00     0.00  void std::_Construct<Vector, Vector const&>(Vector*, Vector const&)
  0.00     25.36     0.00     1025     0.00     0.00  bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&)
  0.00     25.36     0.00     1024     0.00     0.00  Vector::get_data()
  0.00     25.36     0.00     1024     0.00     0.00  void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&)
  0.00     25.36     0.00     1024     0.00     0.00  __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++()
  0.00     25.36     0.00     1024     0.00     0.00  __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator*() const
  0.00     25.36     0.00     1024     0.00     0.00  void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&)
  0.00     25.36     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&)
  0.00     25.36     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&)
  0.00     25.36     0.00     1024     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&)
  0.00     25.36     0.00     1024     0.00     0.00  std::istream* std::__addressof<std::istream>(std::istream&)
  0.00     25.36     0.00     1024     0.00     0.00  std::iterator_traits<std::istream_iterator<double, char, std::char_traits<char>, long> >::iterator_category std::__iterator_category<std::istream_iterator<double, char, std::char_traits<char>, long> >(std::istream_iterator<double, char, std::char_traits<char>, long> const&)
  0.00     25.36     0.00     1024     0.00     0.00  double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*)
  0.00     25.36     0.00     1024     0.00     0.00  double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag)
  0.00     25.36     0.00     1024     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00     25.36     0.00      121     0.00     0.00  double* std::__niter_base<double*>(double*)
  0.00     25.36     0.00       80     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const
  0.00     25.36     0.00       62     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00     25.36     0.00       61     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00     25.36     0.00       44     0.00     0.00  __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const
  0.00     25.36     0.00       44     0.00     0.00  Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*)
  0.00     25.36     0.00       43     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00     25.36     0.00       41     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00     25.36     0.00       40     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&)
  0.00     25.36     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::max_size() const
  0.00     25.36     0.00       40     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.00     25.36     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&)
  0.00     25.36     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&)
  0.00     25.36     0.00       40     0.00     0.00  std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>)
  0.00     25.36     0.00       40     0.00     0.00  double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  0.00     25.36     0.00       40     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&)
  0.00     25.36     0.00       36     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator()
  0.00     25.36     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<Vector>::max_size() const
  0.00     25.36     0.00       31     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00     25.36     0.00       23     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const
  0.00     25.36     0.00       22     0.00     0.00  __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector* const&)
  0.00     25.36     0.00       22     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::max_size() const
  0.00     25.36     0.00       22     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00     25.36     0.00       22     0.00     0.00  std::allocator_traits<std::allocator<Vector> >::max_size(std::allocator<Vector> const&)
  0.00     25.36     0.00       22     0.00     0.00  Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*)
  0.00     25.36     0.00       22     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::_S_max_size(std::allocator<Vector> const&)
  0.00     25.36     0.00       22     0.00     0.00  Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*)
  0.00     25.36     0.00       22     0.00     0.00  Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&)
  0.00     25.36     0.00       22     0.00     0.00  Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&)
  0.00     25.36     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00     25.36     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00     25.36     0.00       21     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00     25.36     0.00       21     0.00     0.00  std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00     25.36     0.00       21     0.00     0.00  std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long)
  0.00     25.36     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00     25.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.00     25.36     0.00       20     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00     25.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00     25.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00     25.36     0.00       13     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*)
  0.00     25.36     0.00       13     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long)
  0.00     25.36     0.00       13     0.00     0.00  void std::_Destroy<Vector*>(Vector*, Vector*)
  0.00     25.36     0.00       13     0.00     0.00  void std::_Destroy<Vector*, Vector>(Vector*, Vector*, std::allocator<Vector>&)
  0.00     25.36     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<Vector>::deallocate(Vector*, unsigned long)
  0.00     25.36     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<Vector>::allocate(unsigned long, void const*)
  0.00     25.36     0.00       12     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long)
  0.00     25.36     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<Vector> >::deallocate(std::allocator<Vector>&, Vector*, unsigned long)
  0.00     25.36     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<Vector> >::allocate(std::allocator<Vector>&, unsigned long)
  0.00     25.36     0.00       11     0.00     0.00  __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&)
  0.00     25.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const
  0.00     25.36     0.00       11     0.00     0.00  void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&)
  0.00     25.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::end()
  0.00     25.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::begin()
  0.00     25.36     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Vector>::~new_allocator()
  0.00     25.36     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00     25.36     0.00        3     0.00     0.00  std::allocator<Vector>::~allocator()
  0.00     25.36     0.00        3     0.00     0.00  std::allocator<double>::~allocator()
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Vector>::new_allocator(__gnu_cxx::new_allocator<Vector> const&)
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00     25.36     0.00        2     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector const* const&)
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00     25.36     0.00        2     0.00     0.00  std::allocator<Vector>::allocator(std::allocator<Vector> const&)
  0.00     25.36     0.00        2     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00     25.36     0.00        2     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00     25.36     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl()
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl_data::_Vector_impl_data()
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base()
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data()
  0.00     25.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00     25.36     0.00        2     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::~vector()
  0.00     25.36     0.00        2     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00     25.36     0.00        2     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*)
  0.00     25.36     0.00        2     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00     25.36     0.00        2     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type)
  0.00     25.36     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00     25.36     0.00        2     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00     25.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     25.36     0.00        2     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     25.36     0.00        2     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00     25.36     0.00        2     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00     25.36     0.00        2     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00     25.36     0.00        2     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00     25.36     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6VectorC2Ev
  0.00     25.36     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7Dataset4readENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00     25.36     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN8Analysis24correlation_coefficientsESt6vectorI6VectorSaIS1_EE
  0.00     25.36     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00     25.36     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     25.36     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     25.36     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     25.36     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     25.36     0.00        1     0.00     0.04  Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00     25.36     0.00        1     0.00    24.63  Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >)
  0.00     25.36     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Vector>::new_allocator()
  0.00     25.36     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.00     25.36     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Vector>, Vector>::_S_select_on_copy(std::allocator<Vector> const&)
  0.00     25.36     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_select_on_copy(std::allocator<double> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::end() const
  0.00     25.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::begin() const
  0.00     25.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00     25.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00     25.36     0.00        1     0.00     0.00  std::allocator<Vector>::allocator()
  0.00     25.36     0.00        1     0.00     0.00  std::allocator<double>::allocator()
  0.00     25.36     0.00        1     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl(std::allocator<Vector> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl()
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_create_storage(unsigned long)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base(unsigned long, std::allocator<Vector> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base()
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00     25.36     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<Vector> >::select_on_container_copy_construction(std::allocator<Vector> const&)
  0.00     25.36     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&)
  0.00     25.36     0.00        1     0.00     0.00  Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00     25.36     0.00        1     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     25.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&)
  0.00     25.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::vector()
  0.00     25.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00     25.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
  0.00     25.36     0.00        1     0.00     0.00  double* std::__niter_wrap<double*>(double* const&, double*)
  0.00     25.36     0.00        1     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.00     25.36     0.00        1     0.00     0.00  double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     25.36     0.00        1     0.00     0.00  Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00     25.36     0.00        1     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     25.36     0.00        1     0.00     0.00  Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&)
  0.00     25.36     0.00        1     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00     25.36     0.00        1     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.04% of 25.36 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.3    0.00   24.68                 main [1]
                0.00   24.63       1/1           Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.04       1/1           Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.01    0.00       1/1           Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [21]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [29]
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::~vector() [41]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [138]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::~vector() [134]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [180]
-----------------------------------------------
                0.00   24.63       1/1           main [1]
[2]     97.1    0.00   24.63       1         Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.01   21.98  523776/523776      Analysis::pearson(Vector, Vector) [3]
                2.61    0.00 1047552/4717055     Vector::Vector(Vector const&) [4]
                0.01    0.01  523776/523776      std::vector<double, std::allocator<double> >::push_back(double const&) [18]
                0.01    0.00 1047552/4718079     Vector::~Vector() [13]
                0.01    0.00 1047552/1047552     std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [24]
                0.00    0.00  525823/525868      std::vector<Vector, std::allocator<Vector> >::size() const [53]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [179]
-----------------------------------------------
                0.01   21.98  523776/523776      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[3]     86.7    0.01   21.98  523776         Analysis::pearson(Vector, Vector) [3]
                0.01    6.06 1047552/1047552     Vector::magnitude() const [5]
                1.25    3.82 1047552/1047552     Vector::operator/(double) [7]
                0.93    3.82 1047552/1047552     Vector::operator-(double) [8]
                3.05    0.00 1047552/1047552     Vector::mean() const [10]
                1.11    0.60  523776/1571328     Vector::dot(Vector) const [6]
                1.31    0.00  523776/4717055     Vector::Vector(Vector const&) [4]
                0.02    0.00 2618880/4718079     Vector::~Vector() [13]
                0.00    0.00  523776/523776      double const& std::min<double>(double const&, double const&) [58]
